,SMILES,Unit,sol_final
2737,CCCCC(=O)OC1CC2CCC1(C2(C)C)C,mg/L,0.0008
2738,CC1CNCC(O1)C,mg/mL,0.1
2739,CC1=CCC(CC1)C(C)CC=O,mg/L,0.0339
2740,CCCCC(CC)CS,mg/L,0.0229
2741,CCCCCC(CC(=O)OCC)O,mg/L,1.86
2742,CC1=CCC(CC1)C(C)(C)OC(=O)C,mg/L,0.0002
2743,C([C@@H]1[C@H]([C@H](C(=O)O1)O)O)O,mg/L,0.006
2744,CCCCC(=O)O[C@H]1CC[C@@]2([C@H]3CC[C@]4([C@H]([C@@H]3CC=C2C1)CC[C@@H]4[C@H](C)CCCC(C)C)C)C,mg/L,0.0029
2745,CC(C)CC(=O)OCCC(C)CCC=C(C)C,mg/L,0.0002
2746,CC1=CC(=C(C=C1)N=NC2=C3C=CC(=CC3=CC(=C2O)S(=O)(=O)O)S(=O)(=O)O)C,mg/mL,10.0
2747,CN1C=NC=C1C[C@@H](C(=O)O)NC(=O)CCN,mg/L,0.0016
2748,C[C@]12CC[C@@](C[C@H]1C3=CC(=O)[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O)C)(C)C(=O)O,mg/L,0.0
2749,C1=C(C=C(C2=C1SC(=N2)N)Cl)Cl,ug/mL,0.0074
2750,COC1=CC=CC=C1NC(=O)CC(=O)C2=CC(=CC=C2)[N+](=O)[O-],ug/mL,0.0029
2751,CC1CC(CO1)(C)C2=CC=CC=C2,mg/L,0.066
2752,CC1=CC2=C(C=C1OC)SC(=N2)C,ug/mL,0.0048
2753,CCCCCC(=O)OCCC(C)CCC=C(C)C,mg/L,0.0001
2754,C1C(C2=C(C=C(C=C2OC1C3=CC(=C(C=C3)O)O)O)O)O,mg/L,0.0017
2755,CCCCCOC(C)OCC,mg/L,0.3523
2756,CCN(CC)CCC(C1CCCCC1)(C2=CC=CC=C2)O,ug/mL,0.0243
2757,C1[C@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=O)C(=C4C(=C3)C(=CC(=C4O)O)[C@@H]5[C@@H](CC6=C(C=C(C=C6O5)O)O)O)O)O,mg/L,0.045
2758,C(=O)(C(Cl)(Cl)Br)O,mg/L,0.0049
2759,C1[C@H](OC2=C(C1=O)C=CC(=C2)O)C3=CC=C(C=C3)O,mg/L,0.8735
2760,C1C[C@@H]2[C@H]3CCC[N+]4([C@H]3[C@@H](CCC4)CN2C(=O)C1)[O-],mg/L,0.4941
2761,C1CN=C(N1)NC2=C(C=CC3=NSN=C32)Cl.Cl,ug/mL,0.0435
2762,C[C@]12CC[C@@H]([C@]([C@@H]1CC[C@@]3([C@@H]2CC=C4[C@]3(CC[C@@]5([C@H]4CC(C[C@H]5O)(C)C)C)C)C)(C)CO)O,mg/L,0.0
2763,CC1=CC2=C(C=C1)N3CCNC4C3=C2CCC4.Cl,ug/mL,0.0394
2764,C1CSC(=NC#N)N1CC2=CN=C(C=C2)Cl,mg/L,0.185
2765,C(=O)(C(Cl)(Br)Br)O,mg/L,0.0024
2766,C1C[N+]2=CC=CC=C2C3=CC=CC=[N+]31.O.[Br-].[Br-],mg/mL,100.0
2767,CC(=O)C1=CC(=C(C=C1)SC2=CC=CC=C2N)[N+](=O)[O-],ug/mL,0.0196
2768,CC1=C(C(=CC=C1)NC(=O)C2=CN=CC=C2)C,ug/mL,0.0241
2769,CCCCCCCCCCCCCC(=O)CC(=O)C,mg/L,0.0002
2770,CC1CC=C(C2(C1C)C=CC(O2)C)C,mg/L,0.0064
2771,CC1=CC(=C(C=C1)NS(=O)(=O)C2=C(C=CC(=C2)N)Cl)C,ug/mL,0.0435
2772,CCC(C1=CC=CC=C1)C(=O)OCCN(CC)CC.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,ug/mL,0.0683
2773,CCCCC(CC)COC(=O)C1=C(C(=C(C(=C1Br)Br)Br)Br)C(=O)OCC(CC)CCCC,mg/L,0.002
2774,CCC(=O)OCC(CO)O,mg/L,0.0034
2775,CCOC(=O)CCC(C)C,mg/L,0.3567
2776,C1=CC=C(C(=C1)C(=O)O)NCCO,ug/mL,0.024
2777,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@H](O2)O[C@]3([C@H]([C@@H]([C@H](O3)CO)O)O)CO)O)O)O)O)O)O)O,mg/L,0.006
2778,CN1C(=O)C=CS1.Cl,ug/mL,0.0184
2779,CCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCC)OC(=O)CCCCCCCCCCCC,mg/L,0.0033
2780,C1CCNC(C1)CC2=CC=CC=C2,ug/mL,0.0077
2781,CC(C)C1CCC2CC(=O)CCC2C1,mg/L,0.032
2782,CC1CCC(CC1)CO,mg/L,0.002
2783,C1CC2=CC=CC=C2NC3=C1C=CC(=C3)Cl,ug/mL,0.0005
2784,CC(=O)CCCCCCCC=C,mg/L,0.0574
2785,C1=CC=C(C=C1)[C@H](C#N)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O,mg/L,0.0086
2786,C[C@@H]1CC[C@@]2(CC[C@@]3(C(=CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(C[C@H]([C@@H]([C@@]5(C)CO)O)O)C)C)[C@@H]2[C@H]1C)C)C(=O)O,mg/L,0.006
2787,CC(=O)OC1=CC=C(C=C1)[C@H](C=C)OC(=O)C,mg/L,0.2334
2788,COCCNC(=O)CN1C=NC(=N1)[N+](=O)[O-],ug/mL,0.0329
2789,COC1=C(C=CC(=C1)C[C@H]2COC(=O)[C@@H]2CC3=CC(=C(C=C3)O)OC)O,mg/L,0.0507
2790,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)O)O)O)O,mg/L,0.6834
2791,CC(=CCC1=C2C(=C(C=C1O)O)C(=O)C(CO2)C3=C(C=C(C=C3)O)O)C,mg/L,0.0032
2792,CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C(=C2)OC)OC)OC.Cl,ug/mL,0.0782
2793,CCCCS(=N)(=O)CC[C@@H](C(=O)O)N,mg/mL,100.0
2794,CC1=CC2=CC3=C(C=CO3)C(=C2C(=O)O1)OC,mg/L,0.0964
2795,CC1=C(C(=NO1)C2=CC=CC=C2)C3=CC=C(C=C3)S(=O)(=O)N,ug/mL,0.0472
2796,CC(C)CCOC(=O)C1=CC=C(C=C1)OC,mg/L,0.019
2797,CCN1C(=O)C=C(C(=C1O)C#N)C,ug/mL,0.0267
2798,C[C@@H]1CC[C@H]([C@@H](C1)OC(=O)CC(C)C)C(C)C,mg/L,0.0003
2799,CCCCCCCCC(=O)OC(C)C,mg/L,0.0041
2800,CC1=C(C(=C(C=C1)C(C)C)O)C(C)C,mg/L,0.0549
2801,C1=CC=C2C(=C1)C(=O)NC3=C(N2C(=O)CCl)N=CC=C3,ug/mL,0.0432
2802,CC1=NC=C(N1CCN2C(=O)C3=CC=CC=C3C2=O)[N+](=O)[O-],ug/mL,0.0443
2803,C1=C(NC=N1)CCN.Cl,ug/mL,0.0276
2804,C1=CC(=CC=C1N)N.Cl,mg/mL,100.0
2805,COC1=CC=CC=C1OCCOCCN2CCCC2,ug/mL,0.0382
2806,CCN(CC)CC#CC(C1=CC=CC=C1)(C2=CC=CC=C2)O,ug/mL,0.044
2807,C1CCN(CC1)CC#CC(C2=CC=CC=C2)(C3=CC=CC=C3)O,ug/mL,0.013
2808,C1=CC=C(C=C1)CNC(=O)C2=CC3=CC=CC=C3OC2=O,ug/mL,0.0027
2809,COC1=C(C=C2C(=C1O)C(=O)C=C(O2)C3=CC(=C(C=C3)O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O,mg/L,7.263
2810,C1C(CNC1=O)C2=CC=CC=C2,ug/mL,0.0242
2811,CC1=CC2=C(C=C1)C(CC=C2)(C)C,mg/L,0.0023
2812,CCC1=C(OC(=N1)C)C,mg/L,0.9493
2813,CC1(C2CC1C(=C)C(=O)C2)C,mg/L,0.1172
2814,CC1=CC=CCC1,mg/L,0.0544
2815,CC(C)(C)NCC(CON=C1C2=CC=CC=C2C3=CC=CC=C31)O,ug/mL,0.0441
2816,CCOC(=O)NC1=C(C=C(C=C1)NCC2=CC=C(C=C2)F)N,mg/L,0.01
2817,C=CCS(=O)CC(C(=O)O)N,mg/L,0.006
2818,C1CN(CCN1CCC2=CC=C(C=C2)N)C3=CC=CC(=C3)C(F)(F)F,ug/mL,0.0524
2819,CCC(C)(C(=O)CCl)NC(=O)C1=CC(=C(C(=C1)Cl)C)Cl,mg/L,0.0007
2820,CCC1=CSC(=N1)CC,mg/L,0.1978
2821,CCCC1=NC=C(N=C1C)C,mg/L,0.4889
2822,CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2)C=C(C=C3O)O,mg/L,0.001
2823,CC[C@H](C)[C@@H]1[C@H](CC(=O)O[C@H](C(=O)[C@@H](C(=O)N[C@H](C(=O)N2CCC[C@H]2C(=O)N([C@H](C(=O)O[C@@H]([C@@H](C(=O)N1)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]3CCCN3C(=O)[C@H](C)O)C)CC4=CC=C(C=C4)OC)C)CC(C)C)C)C(C)C)O,mg/mL,0.1
2824,CC1=C(C(=O)C=C2C1=CC=C3[C@]2(CC[C@@]4([C@@]3(CC[C@@]5([C@H]4C[C@](CC5)(C)C(=O)O)C)C)C)C)O,mg/L,0.0
2825,C1[C@H]([C@H](OC2=C1C(=CC(=C2[C@@H]3[C@H]([C@H](OC4=CC(=CC(=C34)O)O)C5=CC(=C(C=C5)O)O)O)O)O)C6=CC(=C(C=C6)O)O)O,mg/L,0.0209
2826,C1=CC(C(C1O)O)(C#N)OC2C(C(C(C(O2)CO)O)O)O,mg/L,0.006
2827,C1=CC(=CC=C1[C@@H]2[C@H](C(=O)C3=C(C=C(C=C3O2)O)O)O)O,mg/L,0.0021
2828,CC1(CCC2=C(O1)C=C3C(=C2OC)C=C(C(=O)O3)C4=C(C=C(C=C4)O)O)CO,mg/L,0.1872
2829,C1=CC=C(C=C1)[N+]2=NOC(=C2)[O-],ug/mL,0.0029
2830,C1=CC(=CC=C1N2C=CN=C2)[N+](=O)[O-],ug/mL,0.0284
2831,C1CSSSC1,mg/L,1.016
2832,CN1C2=CC=CC=C2N(C1=S)C,ug/mL,0.0267
2833,COC1=CC=C(C=C1)CN=C=S,mg/L,0.1279
2834,CCSSC,mg/L,1.055
2835,CC1=C2C=CC(=C2C=C(C=C1)C(=C)C)C=O,mg/L,0.0026
2836,C[C@@H]1O[C@]2(CN3CCC2CC3)CS1.Cl,mg/L,0.0041
2837,C1CC2C(=O)NC(CSSCCC(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)N2C1)CC3=CNC4=CC=CC=C43)CC(=O)O)CCCCN=C(N)N)C(=O)N,mg/L,1.108
2838,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2C)CCC3=CC=CC=C3)C(=O)OC,mg/L,0.0007
2839,CCN(CC1=CC(=CC=C1)S(=O)(=O)[O-])C2=CC=C(C=C2)C(=C3C=CC(=[N+](CC)CC4=CC(=CC=C4)S(=O)(=O)O)C=C3)C5=CC=CC=C5S(=O)(=O)O,mg/L,0.03
2840,CC(=O)N[C@@H]1[C@H](C[C@@](O[C@H]1[C@@H]([C@@H](CO)O)O)(C(=O)O)O[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)O[C@H]([C@@H](CO)O)[C@@H]([C@H](C=O)O)O)CO)O)O,mg/L,0.006
2841,CC(C)CCCC(C)CCCC(C)CCCC(C)C(=O)O,mg/L,0.0
2842,C[C@@H](C(=O)N[C@@H](CCC(=O)N)C(=O)O)N,mg/L,0.004
2843,CC(=O)N[C@@H]1[C@H](C[C@](O[C@H]1[C@@H]([C@@H](COC(=O)C)O)O)(C(=O)O)O)O,mg/L,0.006
2844,COC1=C(C=CC(=C1)CCC(=O)CC(=O)CCC2=CC(=C(C=C2)O)OC)O,mg/L,0.0094
2845,CN1C(=O)C=C(C2=C1C3=C(C=C2)OCO3)OC,mg/L,0.0011
2846,C1CC2=C(C=CC(=C2)Cl)C(=C3CCNCC3)C4=C1C=CC=N4,ug/mL,0.0216
2847,C(CC(=O)N[C@@H](CS)C(=O)NCC(=O)O)[C@@H](C(=O)O)N,mg/mL,292.5
2848,CN(C)CC(C1=CC=C(C=C1)O)C2(CCCCC2)O,mg/L,3.7
2849,C(CCNCCCNCCCCN)CN,mg/L,0.0053
2850,CCCCCCC(C)(C)C1=CC(=C(C=C1)[C@@H]2CCC[C@@H](C2)O)O,mg/L,0.0014
2851,CC(C1=CC=CC=C1)NC(=O)C2=CC=C(C=C2)N,ug/mL,0.036
2852,CCCCCC(CC(=O)CCC1=CC(=C(C=C1)O)OC)S(=O)(=O)O,mg/L,0.8216
2853,C(C1C(O1)C#CC#CC2C(O2)CO)O,mg/L,0.0018
2854,CCCCCCCCCCCCC(C1CCC(O1)C(CCCCC(CCCCCC2CC(C(=O)O2)CC(=O)C)O)O)O,mg/L,0.0
2855,CC(=O)O[C@H]1C[C@H]([C@@]2(CC[C@H]3C(=O)O[C@@H](C[C@@]3([C@H]2C1=O)C)C4=COC=C4)C)C(=O)OC,mg/L,0.0121
2856,C1=CC=C(C=C1)C2=CC(=NN2CCO)C3=CC=CC=C3,ug/mL,0.0222
2857,C[C@@H](C(=O)N[C@@H](CCC(=O)O)C(=O)O)N,mg/L,0.0011
2858,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC2=CC=C(C=C2)CC#N)O)O)O,mg/L,0.0025
2859,CCCCCCCCCCC(C1CCC(O1)C2CCC(O2)C(CCCCCCCCCCC(CC3=CC(OC3=O)C)O)O)O,mg/L,0.0072
2860,C[C@]12CC[C@H]([C@@]([C@@H]1CC[C@@H]3[C@@]24CC[C@@]([C@H](C3)C4)(COC(=O)CN)O)(C)CO)O.Cl,mg/mL,20.0
2861,C1COCCOCCOCCOCCN1CC2=CC=CC=C2,ug/mL,0.0432
2862,CCCCCCCC1C(O1)CC#CC#CC(C(CCl)O)O,mg/L,0.0052
2863,CC1=C(C(=O)C=C(O1)CO)CO,mg/L,0.0026
2864,CC(C)CN(C[C@H]([C@H](CC1=CC=CC=C1)NC(=O)O[C@H]2CCOC2)OP(=O)(O)O)S(=O)(=O)C3=CC=C(C=C3)N,mg/mL,0.31
2865,CCCCCCCCCCCCC(C1CCC(O1)C(CCCCCCC(CCCCCC(CC2=CC(OC2=O)C)O)O)O)O,mg/L,0.0073
2866,CC(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)OCC3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F,ug/mL,0.0034
2867,C=CC1SCC=CS1,mg/L,0.2039
2868,C[C@]12CCC[C@@](C13CC([C@@H]3CC2)(C)C)(C)O,mg/L,0.0104
2869,COC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC(=O)O)N,ug/mL,0.0441
2870,C1CC(=O)NC(=O)C1N2C(=O)C3=C(C2=O)C(=CC=C3)N,mg/L,8.313
2871,CC1=C(C(=NO1)C)CN2C(=O)C3=CC=CC=C3C2=O,ug/mL,0.0301
2872,CC1=NC(=C(C=C1)O)CO,ug/mL,0.0209
2873,C1[C@H]([C@@H]([C@H](C(O1)O)O)O)O,mg/mL,555.0
2874,COC(=O)[C@H](CCCN=C(N)N[N+](=O)[O-])N.Cl,ug/mL,0.0405
2875,C1=CSC2=C1C=CS2,mg/L,0.3333
2876,COC1=C(C=C(C=C1)C2=C(C(=O)C3=C(C(=C(C(=C3O2)OC)OC)OC)O)OC)OC,mg/L,0.0465
2877,C1COCCN1C2=C(C=C(C=C2)C(F)(F)F)N,ug/mL,0.0367
2878,C1=CC=C(C=C1)N2C3=CC=CC=C3N=N2,ug/mL,0.0039
2879,C1CSC=C1,mg/L,3.162
2880,CC(C)CNC(=O)C,mg/L,0.0026
2881,C1=CC=C(C=C1)C2=CC(=NO2)C3=CC=CC=C3,ug/mL,0.0005
2882,CCOC(=O)C1=C(NC(=C1)C)C,ug/mL,0.0247
2883,C1=CC=C(C=C1)C2=NC=CC3=CC=CC=C32,ug/mL,0.0073
2884,CC1=CN=CS1,mg/L,5.689
2885,CC1(CC(CC(N1[O])(C)C)O)C,mg/L,0.0029
2886,CC1=NN=C(O1)C2=CC=CC=C2,ug/mL,0.0108
2887,CCOC(=O)C1=CC(=NN1)C2=CC=CC=C2,ug/mL,0.0107
2888,C(S)S,mg/L,0.0032
2889,CC1=NC(=CC=C1)C(=O)C,mg/L,0.0012
2890,COC1=CC=CC(=C1)NC(=O)C2=CC(=CC=C2)C(=O)NC3=CC(=CC=C3)OC,ug/mL,0.0004
2891,C1=CC=C(C=C1)C2=NC(=CS2)C(=O)O,ug/mL,0.0282
2892,CC1=COC(=N1)C,mg/L,9.083
2893,C1=CC=C(C=C1)C2=NN=NN2C3=CC=CC=C3,ug/mL,0.0167
2894,CN1C2=CC=CC=C2OC1=S,ug/mL,0.0149
2895,C1=C(C(=C(C(=N1)C(Cl)(Cl)Cl)Cl)N)Cl,ug/mL,0.0196
2896,CC1=CC(=C(C=C1C(C)C)O)C(C)C,mg/L,0.0103
2897,CN(C)C(=S)C1=CC=CC=C1,ug/mL,0.0214
2898,CC1=NC2=C(C=CC=C2N)C=C1,ug/mL,0.019
2899,CC(=O)N(C1=CC=CC=C1)NC2=CC=CC=C2,ug/mL,0.0339
2900,CCCCCCC(=O)C1=CC=CS1,mg/L,0.0194
2901,CC(=O)CC(=O)OCC1=CC=CC=C1,mg/L,6.531
2902,CC1(C2C1CC(CC2)(C)O)C,mg/L,0.4405
2903,CCCC(C)CC(C)O,mg/mL,1.73
2904,CC1=CC(=C(O1)C)SC,mg/L,0.2004
2905,B(=O)[O-].[Na+],mg/L,0.002
2906,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)OC)OC)OC)OC,mg/L,0.024
2907,C1CC2CC(=O)CC(C1)N2,mg/L,0.0021
2908,CC(C(C)(C)C)OP(=O)(C)Cl,mg/L,0.03
2909,COC1=C(C=C(C=C1)C2=C(C(=O)C3=C(O2)C(=C(C=C3OC)OC)OC)OC)OC,mg/L,0.015
2910,COC1=CC(=CC(=C1O)OC)C(=O)CO,mg/L,0.0042
2911,CC1(C2CCC1(C(=O)C2=CC3=CC=C(C=C3)C=C4C5CCC(C4=O)(C5(C)C)CS(=O)(=O)O)CS(=O)(=O)O)C,mg/L,0.0002
2912,COC1=C(C2=C(C=C1)C=CC(=O)O2)O,mg/L,8.879
2913,CC(=CCS)C,mg/L,0.7188
2914,CC1CCC=C2C1(CC(CC2)C(C)(C)O)C,mg/L,0.0085
2915,C1CNC2=CC(=C(C=C21)O)O,mg/L,0.0017
2916,COC1=CC(=CC2=C1C(=O)C3=C(C2=O)C=C(C=C3O)CO)O,mg/L,0.1209
2917,CC1=CC2=C(C(=C1CCO)C)C(=O)C(C2)(C)O,mg/L,0.4657
2918,C1C(S1)CC#N,mg/L,0.0039
2919,C1C(S1)CCCC#N,mg/L,4.574
2920,COC1=C(C=C(C=C1)C2=C(C(=O)C3=C(O2)C(=C(C(=C3OC)OC)OC)OC)OC)OC,mg/L,0.0351
2921,CCCCCCCCCCCCCCCC(=O)NCC(=O)O,mg/L,0.0001
2922,CC1=CC1,mg/L,0.7258
2923,CC1=NC2=C(N1)CCN(C3=CC=CC=C32)C(=O)C4=CC=C(C=C4)NC(=O)C5=CC=CC=C5C6=CC=CC=C6,mg/mL,0.15
2924,CC(C(=O)O)OC1=CC=C(C=C1)OC,mg/L,3.129
2925,C[C@H]1[C@@H]([C@H](C[C@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O,mg/L,0.093
2926,C1N=C(NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N.Cl,mg/mL,50.0
2927,COC1=C2C(=CC(=C1N3C[C@@H]4CCCN[C@@H]4C3)F)C(=O)C(=CN2C5CC5)C(=O)O,mg/L,1.146
2928,CCC(C(C)C(=O)O)O,mg/L,0.0031
2929,CC(C)C1=NN(C(=O)N1N)C(=O)NC(C)(C)C,mg/L,0.6
2930,CC1=C2C=CC(=C2C=C(C=C1)C(=C)C)CO,mg/L,0.0288
2931,CC1=CC2=C(C(=C1O)OC)C(=O)C3=C(C(=C(C=C3C2=O)OC)OC)OC,mg/L,0.0019
2932,CCCCCCCCCCCCCCCCCCCCCC1=CC(=CC(=C1)O)O,mg/L,0.002
2933,COC1=C(C(=C2C(=C1O)C(=O)C=C(O2)C3=CC(=C(C=C3)O)O)OC)OC,mg/L,0.3285
2934,CC(=O)C1=NC=C2C=NC=CC2=C1,mg/L,0.0013
2935,CC1=C2C[C@H]3C(=C)CCC[C@@]3(C[C@@]2(OC1=O)O)C,mg/L,0.0439
2936,CC(=CCCC1(C=CC2=CC(=C(C=C2O1)O)C3CC(=O)C4=C(C=C(C=C4O3)O)O)C)C,mg/L,0.0
2937,CC1CCC2=C(C(=O)OC2(C1)O)C,mg/L,1.748
2938,C[C@@H]1CC[C@H]2[C@H]([C@H](O[C@H]3[C@@]24[C@H]1CC[C@@](O3)(OO4)C)OC(=O)CCC(=O)O)C,mg/L,0.0562
2939,CCCCC1OCC(O1)C,mg/L,1.571
2940,CCCCCC(=O)CCC=O,mg/L,6.438
2941,CC(C)(C=C)C1=CC(=C(C2=C1C=CC(=O)O2)O)OC,mg/L,0.0447
2942,COC1=C(C=CC(=C1)O)C2COC3=CC(=CC(=C3C2=O)O)O,mg/L,0.2267
2943,CC1(C=CC2=C(O1)C=C(C3=C2OCC(C3=O)C4=C(C=C(C=C4)O)O)O)C,mg/L,0.0049
2944,COC1=CC=C(C=C1)CC2C3=CC(=C(C(=C3CCN2)OC)OC)OC,mg/L,0.076
2945,CCCCCCCCCCCCC(C1CCC(O1)C(CCCC(C(CCCCCC(CC2=CC(OC2=O)C)O)O)O)O)O,mg/L,0.0
2946,CCC(=O)O[C@H](CC(=O)O)C[N+](C)(C)C,mg/L,0.01
2947,CC(C)C(=O)CC1=C(C=CC2=C1OC(=O)C=C2)OCC(C(C)(C)O)O,mg/L,0.5544
2948,C=CCCCCCCCCCCCC(CC(CO)O)O,mg/L,0.0025
2949,CC1=CN(C(=O)NC1=O)[C@@H]2C[C@H]([C@@H](O2)CO)O,mg/mL,20.0
2950,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)OP(=O)(O)O)O)N,mg/mL,614.5
2951,[Cl-].[Cl-].[Cl-].[Cl-].[Sn+4],mg/L,0.0042
2952,CCCCC(=O)C(=O)O,mg/L,0.0014
2953,C(=O)([O-])[O-].C(=O)([O-])[O-].OO.OO.OO.[Na+].[Na+].[Na+].[Na+],ml,0.0
2954,CC(C)C1=CC2=C(C3=C(C=C2)C(CCC3)(C)C)C(=O)C1=O,mg/L,0.0001
2955,CCS(=O)(=O)O.CC1(N=C(N=C(N1C2=CC(=C(C=C2)CCCCC3=C(C=C(C=C3)S(=O)(=O)F)Cl)Cl)N)N)C,mg/mL,200.0
2956,C1CCNC(C1)C(C2=CC=CC=C2)C3=CC=CC=C3,mg/L,0.0388
2957,C1=CC(=CC=C1CN=C=S)O,mg/L,1.709
2958,CC1=C[C@H]2[C@@H](CC[C@]([C@@H]2CC1)(C)O)C(C)C,mg/L,0.0091
2959,CCCC[N+]1([C@@H]2CC(C[C@H]1[C@H]3[C@@H]2O3)OC(=O)[C@H](CO)C4=CC=CC=C4)C,mg/L,0.908
2960,CCCCCCCCCCCCCC1=C(C(=CC=C1)O)C(=O)O,mg/L,0.0
2961,COC1=C(C=CC(=C1)CC(CO)O)O,mg/L,0.0026
2962,C[C@]12CCC[C@]([C@@H]1CCC(=C)[C@@H]2CCC3=CCOC3=O)(C)C(=O)OC,mg/L,0.0003
2963,CC1CCC2(CCC3(C(=CCC4C3(CC(C5C4(CC(C(C5(C)CO)O)O)C)O)C)C2C1C)C)C(=O)OC6C(C(C(C(O6)COC7C(C(C(C(O7)CO)OC8C(C(C(C(O8)C)O)O)O)O)O)O)O)O,mg/L,0.0181
2964,CC1CCC(C2(C1)OCC(O2)CO)C(C)C,mg/L,0.0273
2965,C=CCCCCCCCC=O,mg/L,0.0581
2966,CCCCCC(=O)CC(=O)CCC1=CC(=C(C=C1)O)OC,mg/L,0.0124
2967,CN1C[C@H]2[C@H](C1)C3=C(C=CC(=C3)Cl)OC4=CC=CC=C24,mg/L,0.001
2968,C[N+]1(C[C@@H](C[C@H]1C(=O)[O-])O)C,mg/L,0.006
2969,CC1=COC2=C1C(=O)C(=O)C3=C2C=CC4=C3CCCC4(C)C,mg/L,0.0
2970,CC(C)CCCCCOC(=O)C=C,ml,0.0
2971,CC12CCCC(C1=NO)(CC2)C,mg/L,0.8362
2972,CCCCCCCCC(=O)C1=CC=C(C=C1)O,mg/L,0.0122
2973,CCCCCCCCCCCCCCCC1=C(C(=CC=C1)O)C(=O)O,mg/L,0.0
2974,C(CC(=O)[O-])[C@@H](C(=O)[O-])N.[Na+].[Na+],mg/mL,100.0
2975,CC(CCCCCC(=O)O)O,mg/L,0.0029
2976,CC1=CC2=C(C3=C1OC(C=C3)(C)CCC=C(C)C)NC4=CC=CC=C42,mg/L,0.0
2977,CC(C)CCCCCC(=O)NCC1=CC(=C(C=C1)O)OC,mg/L,0.0089
2978,C[C@@H]1CC[C@@]2(CC[C@@]3(C(=CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CC[C@H]([C@]5(C)C(=O)O)O)C)C)[C@@H]2[C@H]1C)C)C,mg/L,0.0
2979,[Li+].O.[OH-],ml,0.0
2980,CC(=O)C1=NCCS1,mg/L,0.0011
2981,CC1=C(C=CC(=C1C(C)C)O)C(C)C,mg/L,0.0103
2982,CCCCCCC(C=C)OC(=O)C,mg/L,0.0168
2983,C1=CC(=CC=C1C(=O)N[C@@H](CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=NC(=N3)N)N,mg/L,0.003
2984,CC1=C(C(=O)C=CO1)[O-].CC1=C(C(=O)C=CO1)[O-].CC1=C(C(=O)C=CO1)[O-].[Fe+3],mg/mL,4.5
2985,C(C(C(=O)O)SCC(C(=O)O)N)C(=O)O,mg/L,0.006
2986,CC(CCCC(=C)C)CO,mg/L,0.6407
2987,C1C2CNCC1C3=CC4=NC=CN=C4C=C23,mg/L,0.0052
2988,COC1=C(C=C(C=C1)C(CO)O)O,mg/L,0.0081
2989,C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@@H]2[C@H]([C@H]([C@H](O[C@H]2O[C@H]([C@@H](CO)O)[C@@H]([C@H](C=O)O)O)CO)O)O)O)O)O,mg/L,0.006
2990,C[C@@H]1CC[C@H]([C@@H](C1)O)C(=C)C,mg/L,0.3086
2991,CCCCCCCC(C=C)O,mg/L,0.2027
2992,CCOCC(C)OC(=O)C,ml,0.0
2993,CCCCCCCCCCCC1=C(C(=O)C=C(C1=O)OC)O,mg/L,0.0013
2994,C(N)N.Cl.Cl,mg/mL,100.0
2995,COC1=CC(=C(C=C1)C2COC3=C(C2=O)C=CC(=C3)O)O,mg/L,0.5031
2996,C[C@H](CC[C@@H](C)C(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,mg/L,0.0
